performance_id,evidence_type,project_name,tender_no,section_name,package_no,product_summary,product_families,total_quantity,quantity_unit,amount_tax_included_yuan,buyer,seller,award_date,contract_sign_date,contract_no_buyer,source_file,source_pages,date_status,value_source
taichang-tianjin-2022-0322AB-package-2,award_notice,国网天津市电力公司2022年第二次配网物资协 议库存招标采购,0322AB,157-保护管（CPVC和MPP）,包2,电缆保护管MPP和CPVC,MPP电缆保护管、CPVC电缆保护管,54678.0,米,6372409.05,国网天津市电力公司,河北泰昌电力器材科技有限公司,2022-11-21,,,rag_seed/power_grid_resources/05_enterprise_documents/02_泰昌资质文件补充_20260611/extracted/泰昌资质文件/38中标通知书整页扫描件/157-保护管（CPVC和MPP）_包2_电缆保护管MPP和CPVC_河北泰昌电力器材科技有限公司_中标通知书.pdf,"{""project_and_tender"": [1], ""line_items"": [1], ""award_date"": [2]}",award_date_explicit,mineru_ocr_and_pdf_page_text
taichang-tianjin-2022-0322AB-package-2,supply_contract,国网天津市电力公司2022年第二次配网物资协议库存招标采购,0322AB,157-保护管（CPVC和MPP）,包2,电缆保护管MPP和CPVC,MPP电缆保护管、CPVC电缆保护管,54678.0,米,6372409.05,国网天津市电力公司,河北泰昌电力器材科技有限公司,2022-11-21,,SGTJWZ00HTMM2210273,rag_seed/power_grid_resources/05_enterprise_documents/02_泰昌资质文件补充_20260611/extracted/泰昌资质文件/37同类产品供货合同关键页整页扫描件/TJ20220002363合同协议书（双方已签章）.pdf,"{""contract_identity_and_parties"": [1, 2], ""contract_amount"": [3], ""signature_and_blank_sign_date"": [6], ""line_items"": [8, 9, 10]}",contract_sign_date_blank_in_source,pdf_page_text_with_cross_document_project_link
