ingestion_batch_id,province,batch_no,package_no,package_code,material_category,source_file,docx_file,table_index,row_number,table_type,sequence_no,parameter_name,unit,standard_value,project_required_value,bidder_response_value,bidder_guaranteed_value,deviation,remark,nominal_inner_diameter,nominal_wall_thickness,minimum_wall_thickness,inner_diameter_tolerance,wall_thickness_tolerance,out_of_roundness,row_data
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,1,8,dimension_parameter_table,,公称内径 150,,,,,,,,150,6.5,,,,≤2.5,"{""公称内径 DN/ID"": ""150"", ""公称壁厚e / 环刚度等级b / SN20"": ""6.5"", ""公称壁厚e / 环刚度等级b / SN 30"": ""8.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""9.5"", ""不圆度"": ""≤2.5""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,1,9,dimension_parameter_table,,公称内径 175,,,,,,,,175,8.0,,,,≤2.8,"{""公称内径 DN/ID"": ""175"", ""公称壁厚e / 环刚度等级b / SN20"": ""8.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""9.5"", ""公称壁厚e / 环刚度等级b / SN 40"": ""11.0"", ""不圆度"": ""≤2.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,1,10,dimension_parameter_table,,公称内径 200,,,,,,,,200,9.0,,,,≤3.2,"{""公称内径 DN/ID"": ""200"", ""公称壁厚e / 环刚度等级b / SN20"": ""9.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""11.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""13.0"", ""不圆度"": ""≤3.2""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,2,dimension_parameter_table,1,公称内径 50,,,,,,,,50,,,+0.5,,,"{""序号"": ""1"", ""公称内径"": ""50"", ""公称内径允许偏差"": ""+0.5"", ""承口内径允许偏差"": ""+0.5"", ""承口最小深度"": ""60""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,3,dimension_parameter_table,2,公称内径 100,,,,,,,,100,,,+0.6,,,"{""序号"": ""2"", ""公称内径"": ""100"", ""公称内径允许偏差"": ""+0.6"", ""承口内径允许偏差"": ""+0.6"", ""承口最小深度"": ""80""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,4,dimension_parameter_table,3,公称内径 125,,,,,,,,125,,,+0.7,,,"{""序号"": ""3"", ""公称内径"": ""125"", ""公称内径允许偏差"": ""+0.7"", ""承口内径允许偏差"": ""+0.7"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,5,dimension_parameter_table,4,公称内径 150,,,,,,,,150,,,+0.8,,,"{""序号"": ""4"", ""公称内径"": ""150"", ""公称内径允许偏差"": ""+0.8"", ""承口内径允许偏差"": ""+0.8"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,6,dimension_parameter_table,5,公称内径 175,,,,,,,,175,,,+0.9,,,"{""序号"": ""5"", ""公称内径"": ""175"", ""公称内径允许偏差"": ""+0.9"", ""承口内径允许偏差"": ""+0.9"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,7,dimension_parameter_table,6,公称内径 200,,,,,,,,200,,,+1.0,,,"{""序号"": ""6"", ""公称内径"": ""200"", ""公称内径允许偏差"": ""+1.0"", ""承口内径允许偏差"": ""+1.0"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,8,dimension_parameter_table,7,公称内径 225,,,,,,,,225,,,+1.1,,,"{""序号"": ""7"", ""公称内径"": ""225"", ""公称内径允许偏差"": ""+1.1"", ""承口内径允许偏差"": ""+1.1"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,9,dimension_parameter_table,7,公称内径 250,,,,,,,,250,,,+1.2,,,"{""序号"": ""7"", ""公称内径"": ""250"", ""公称内径允许偏差"": ""+1.2"", ""承口内径允许偏差"": ""+1.2"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,2,10,dimension_parameter_table,注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,公称内径 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,,,,,,,,注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,,,注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,,,"{""序号"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口最小深度"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,2,dimension_parameter_table,1,t＜6.0,,,,,,,,,t＜6.0,,,,,"{""序号"": ""1"", ""公称壁厚"": ""t＜6.0"", ""公称壁厚允许偏差"": ""+0.6""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,3,dimension_parameter_table,2,6.0≤t＜7.0,,,,,,,,,6.0≤t＜7.0,,,,,"{""序号"": ""2"", ""公称壁厚"": ""6.0≤t＜7.0"", ""公称壁厚允许偏差"": ""+0.7""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,4,dimension_parameter_table,3,7.0≤t＜8.0,,,,,,,,,7.0≤t＜8.0,,,,,"{""序号"": ""3"", ""公称壁厚"": ""7.0≤t＜8.0"", ""公称壁厚允许偏差"": ""+0.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,5,dimension_parameter_table,4,8.0≤t＜10.0,,,,,,,,,8.0≤t＜10.0,,,,,"{""序号"": ""4"", ""公称壁厚"": ""8.0≤t＜10.0"", ""公称壁厚允许偏差"": ""+1.0""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,6,dimension_parameter_table,5,10.0≤t＜12.0,,,,,,,,,10.0≤t＜12.0,,,,,"{""序号"": ""5"", ""公称壁厚"": ""10.0≤t＜12.0"", ""公称壁厚允许偏差"": ""+1.2""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,7,dimension_parameter_table,6,t≤12.0,,,,,,,,,t≤12.0,,,,,"{""序号"": ""6"", ""公称壁厚"": ""t≤12.0"", ""公称壁厚允许偏差"": ""+1.4""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,3,8,dimension_parameter_table,注：t为公称壁厚。,注：t为公称壁厚。,,,,,,,,,注：t为公称壁厚。,,,,,"{""序号"": ""注：t为公称壁厚。"", ""公称壁厚"": ""注：t为公称壁厚。"", ""公称壁厚允许偏差"": ""注：t为公称壁厚。""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,2,bid_response_parameter_table,1,"电缆保护管-材质:CPVC,标称直径:φ50",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""1"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ50"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,3,bid_response_parameter_table,2,"电缆保护管-材质:CPVC,标称直径:φ100",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""2"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ100"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,4,bid_response_parameter_table,3,"电缆保护管-材质:CPVC,标称直径:φ125",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""3"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ125"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,5,bid_response_parameter_table,4,"电缆保护管-材质:CPVC,标称直径:φ150",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""4"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ150"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,6,bid_response_parameter_table,5,"电缆保护管-材质:CPVC,标称直径:φ175",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""5"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ175"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,7,bid_response_parameter_table,6,"电缆保护管-材质:CPVC,标称直径:φ200",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""6"", ""技术参数名称"": ""电缆保护管-材质:CPVC,标称直径:φ200"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,8,bid_response_parameter_table,7,"电缆保护管-材质:CPVC,内径:φ225",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""7"", ""技术参数名称"": ""电缆保护管-材质:CPVC,内径:φ225"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,4,9,bid_response_parameter_table,8,"电缆保护管-材质:CPVC,内径:φ250",米,,参照通用部分5.技术要求,,,,,,,,,,,"{""序号"": ""8"", ""技术参数名称"": ""电缆保护管-材质:CPVC,内径:φ250"", ""单位"": ""米"", ""项目需求值或表述"": ""参照通用部分5.技术要求"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,5,2,bid_response_parameter_table,1,环境温度,℃,,+40,,,,,,,,,,,"{""序号"": ""1"", ""名称"": ""环境温度"", ""名称_2"": ""最高温度"", ""单位"": ""℃"", ""项目需求值"": ""+40"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,5,3,bid_response_parameter_table,1,环境温度,℃,,-40,,,,,,,,,,,"{""序号"": ""1"", ""名称"": ""环境温度"", ""名称_2"": ""最低温度"", ""单位"": ""℃"", ""项目需求值"": ""-40"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包2,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包2_完整招标文件_53488483999455372/包2_技术规范书_53488482466628243/国网辽宁省电力有限公司_辽宁公司二级采购非结构化固化ID编制（G00J-500021532-00004）/电缆保护管-CPVC（φ100）.doc,parsed_outputs/power_grid_customer_corpus/customer_liaoning_taichang_20260606_p0/staging/converted_docx/电缆保护管-CPVC（φ100）.docx,5,4,bid_response_parameter_table,1,环境温度,℃,,25,,,,,,,,,,,"{""序号"": ""1"", ""名称"": ""环境温度"", ""名称_2"": ""最大温差"", ""单位"": ""℃"", ""项目需求值"": ""25"", ""投标人响应值"": """"}"
